comment_id,author_id,author_name,comment,likes,replies,comment_polarity,comment_subjectivity,sentiment_cat
UgxXc65u1pwlW3t_fZ54AaABAg,UCL-NF9swM2nU_tQMtTtrwFg,@dinarwali386,"Like the lasers at NIF, Tammy Ma is also one of the most energetic Physicist in the world.",1,0,0.5,0.5,Positive
UgzGdlR0Q-bxYs8DYzt4AaABAg,UCVQ0BWJIofV1XJDzbfm6lCg,@tj_enju,"there questions are many... where did her team get that ""largest laser in the world"" what does it take to make these gaint laseers. What are the costs, the materials the production process for producing such lasers. Also, how do you amplify the energy of a lasers beam by running it through miles of media and mirrors... is it a thing whereby you accumulate multple beam adding them up... she didn't clearify that part...",1,0,0.25,0.5,Positive
UgyZWVyJR_bmzq4fBP14AaABAg,UC4FOJPYWBRBO_X_9yP01xuw,@beckysuenielson6174,"But maybe the ocean elemental ecosystem needs that D2. What's the consequences of depleting this element in the ocean?

Also what is the answer to the problems with lithium mining?",1,0,0.0,0.0,Moderate
Ugz4q1h7SULP6su4TGN4AaABAg,UCuA33HAeK4Wmv1ItsIJwpsw,@screendooreffect,"The number of air quote fingers I did for ""laser"". 😅",1,0,0.0,0.0,Moderate
UgxKZ-LQcvgZiP9MqV54AaABAg,UCBVsn9CZu8c_N6Kr3bvLMYg,@deani2431,"We already have a fusion reactor and a way to harness the energy. It’s called the sun, solar panels, and batteries.",1,0,0.0,0.0,Moderate
UgzEXafLmpT9O12wmfN4AaABAg,UCjG9HRIG-Q7GWqRWMRBXsoA,@Mom-b1r,When this is going to happen at industrial scale?,1,0,0.0,0.0,Moderate
Ugy5zi6vJNzHr3XaEcV4AaABAg,UClXPkoRw_JBwQOcxf78k5mw,@allanguwatudde7623,Some general is asking how they can weaponize this,1,0,0.05000000000000002,0.5,Moderate
UgwSFwYeXhrNvuxx8Hl4AaABAg,UCCBzGmN48fAowElSeeSMcAQ,@johanlindeberg7304,"""Extraordinary claims require extraordinary evidence"" - Wikipedia. 
Professor Ma is predicting enormous results in the near future.",1,0,0.15333333333333332,0.6849999999999999,Moderate
UgyMvURcT165k1ZHfd94AaABAg,UCI-XSlhvsU0AgUfzzinxcOQ,@smt4940,why nobody talks about LENR?,1,1,0.0,0.0,Moderate
UgzgM8Cs0NyvDWwYjLd4AaABAg,UC1rOdW1NK31HlNUYjfq-vyw,@abigailandino6251,I confuse fusion with fission.  Why?,1,1,0.0,0.0,Moderate
UgwhoRZx4N_-E91uDfp4AaABAg,UCtj6IX-W9uT5V9ApMD6w0xQ,@adrianrees2941,Fusion is the future.,1,0,0.0,0.125,Moderate
Ugw2bUMo-D4NRQlreIR4AaABAg,UCIoPK8GTY8ncML0x0LJgE9w,@Azeltix,"If only every countries worked together instead of reaching, it could go 10x faster.",1,0,0.0,1.0,Moderate
UgzEOiXDATRtuChptrt4AaABAg,UCrgN6g3OKph0zyfzl1FjLJg,@Notsob.427,"1. Advanced Geometry

A. Non-Euclidean Geometry

 1. Curved Space-Time Equation:

R_{\mu\nu} - \frac{1}{2}g_{\mu\nu}R + g_{\mu\nu}\Lambda = \frac{8\pi G}{c^4}T_{\mu\nu}

 • Description: This equation extends Einstein’s field equations by incorporating non-Euclidean geometric principles to describe the curvature of space-time in the presence of mass and energy.
 2. Harmonic Oscillator in Curved Space:

\nabla^2 \psi + k^2 \psi - \frac{R}{6}\psi = 0

 • Description: This equation describes the behavior of a harmonic oscillator in a curved space-time, taking into account the effects of curvature on oscillatory motion.

2. Energy Systems

A. Zero-Point Energy

 1. Zero-Point Energy Density:

\rho_{vac} = \frac{\hbar c}{16\pi^2} \int_0^\infty k^3 \left( \sqrt{k^2 + \left(\frac{mc}{\hbar}\right)^2} - k \right) dk

 • Description: This equation calculates the energy density of the vacuum, accounting for quantum fluctuations and zero-point energy contributions.
 2. Quantum Harmonic Oscillator with Zero-Point Energy:

E_n = \left( n + \frac{1}{2} \right) \hbar \omega + \frac{\lambda}{2} \left( n^2 + n + \frac{1}{2} \right)

 • Description: This formula describes the energy levels of a quantum harmonic oscillator, including corrections from zero-point energy.

3. Physics

A. New Dynamics and Physical Interactions

 1. Modified Newton’s Second Law:

F = \frac{dp}{dt} + \eta \left( \frac{d^2p}{dt^2} \right)

 • Description: This equation introduces a damping term to Newton’s second law, accounting for complex interactions and higher-order effects in dynamic systems.
 2. Gravitational Field Equation with Anomalous Acceleration:

\nabla \cdot \mathbf{g} = -4\pi G \rho + \alpha \nabla \cdot \left( \frac{\mathbf{g}}{r^2} \right)

 • Description: This equation modifies the classical gravitational field equation to include an anomalous acceleration term, explaining deviations observed in certain astrophysical contexts.

4. Quantum Mechanics

A. Quantum Field Theory

 1. Extended Schrödinger Equation:

i\hbar \frac{\partial \psi}{\partial t} = \left( -\frac{\hbar^2}{2m} \nabla^2 + V + \frac{\lambda}{2} \left( \frac{\partial^2}{\partial t^2} \right) \right) \psi

 • Description: This extended version of the Schrödinger equation incorporates higher-order time derivatives to account for complex quantum field interactions.
 2. Quantum Entanglement Entropy:

S = -\sum_i p_i \log(p_i) + \gamma \sum_{i,j} \left( \frac{p_i p_j}{r_{ij}} \right)

 • Description: This formula calculates the entropy of an entangled quantum system, including corrections for long-range entanglement interactions.

5. Electromagnetism

A. Modified Maxwell’s Equations

 1. Extended Maxwell-Ampère Law:

\nabla \times \mathbf{B} - \frac{1}{c^2} \frac{\partial \mathbf{E}}{\partial t} = \mu_0 \mathbf{J} + \beta \nabla \times \left( \frac{\mathbf{E}}{r^2} \right)

 • Description: This modified version of Maxwell’s Ampère law includes an additional term to account for anomalous electromagnetic field interactions.
 2. Nonlinear Electrodynamics Field Equation:
\[
\Box A^\mu + \frac{\partial \mathcal{L}}{\partial A_\mu} = 0
\]
 • Description: This field equation for electrodynamics incorporates a nonlinear Lagrangian, describing complex field interactions beyond classical theory.

Summary

These revolutionary new formulas",1,0,-0.018088023088023087,0.30600288600288594,Moderate
UgwRFNnwnlGvH2HrnwJ4AaABAg,UCjbTTbUqrAIq9b3UPo3YvoA,@AIntel540,Looks rosy but this mode of fusion doesn't look continuous. Its like a small H2 bomb everytime and not a reactor producing continuous energy. How will palettes be fed etc? What will be the cost of such energy? Is there sufficient Tritium?,1,0,-0.125,0.45,Moderate
Ugzo2iZyit-ADMMvcoJ4AaABAg,UCmLKAMmeRC8JXMUN0UenLpA,@samuelzev4076,On hearing the first part of the talk about fusion it reminded me of the fusion reactor of Doctor octopus in Spider man 2 where he said harnessing the power of the sun in the palm of his hands but it grew uncontrollably and had to be submerged in water to stop a catastrophic explosion. I hope this doesn’t end up like doctor octopus 😂,1,0,0.25,0.3333333333333333,Positive
Ugy7AUzlsQOimveAu4d4AaABAg,UCXzTnH9TbTwEcNsuFILp-0w,@mulemule,"Scientific Expert:  ""The development of fusion has been (and will be) expensive.""
USA:  ""Time to redouble the drilling!""",1,4,-0.625,0.7,very Negative
Ugyx99CA6dC_fGE90Rh4AaABAg,UCzBCLX9SUGTGpI2o5MvNccQ,@kaylakeiser-dl3jw,"""infinite, to-day is big with blessings. The wakeful shepherd beholds vi:3 the first faint morning beams, ere cometh the full radiance of a risen day."" - Mary Baker Eddy",1,0,0.024999999999999994,0.49583333333333335,Moderate
UgxYR_GbRXt6gYIwRaN4AaABAg,UCJyFxWzMq7I-VYw1pBKDWUw,@NandKumar-qq3xk,Atomic Cells of animals to Plants body to body = mass of atom or anythings: or ?,1,0,0.0,0.0,Moderate
UgyUWUDOa0avoC__KdZ4AaABAg,UCjm7MkGPlaD5mRCZdGMC3Jg,@johnpublic168,"In the meantime  solar, batterys, and wind are slowy going from 55% to 100% of ele tric  production.",1,0,0.0,0.0,Moderate
UgzUjROnetFxJGmUGNp4AaABAg,UCz7iD8PB5bBPnhYB8SGMADw,@jamesbingham1007,Energy is the key to unlocking the poverty barrier.  You can solve the world's water issues and make food abundant and cheaper.  No more wars over oil.  No more shipping oil and natural gas all over the world.  This could green the continent of Africa.  It will power AI and the robot work force.  Factories can be built anywhere so product can be made locally.,1,0,-3.96508223080413e-18,0.5214285714285715,Moderate
UgxcOht4Wkn06pbRA0p4AaABAg,UCEj2MoijTSzX0ZiAHHvx4Yg,@mariaantoniettamontella9173,applausi,1,0,0.0,0.0,Moderate
Ugwtb_8aXzsquet8IgJ4AaABAg,UCbGEiQ8UcS3WJTeyt6BxINA,@maxthemagition,"The  laser power is concentrated on one spot and if there is nothing there what happens?
The answer is nothing…. That one spot is one spot without any energy.
It is like when you focus the sun’s rays on one spot…..put you hand on that spit and it burns
There be the conundrum..electric magnetic waves and particles.
If the particles are waves as well?
Is it like using  hammer to crack a nut, the hammer being the laser gun and the nut being the mass of particles held together by a few forces as yet not understood and like the electron can be a wave or a particle….
Until we understand that….",1,0,-0.2,0.1,Negative
UgxP3somPkvOmrsTYpF4AaABAg,UCHwkXzFuN_o7Zc73kwkzEJg,@jurjenbos228,"I love the idea, already for five decades! But I have some reservations with the claims she makes:
Abundant: OK
Carbon free: only if you don't use carbon building the device
Safe: we'll see about that, not convinced due to lack of proof
No high level waste: ready to believe that.
Compatible with grid and flexible: where do these claims come from? I really want to believe, but getting energy out of explosions has never been easy.",1,0,0.2544444444444445,0.5665277777777777,Positive
UgwPpIn5D1IS9EmK58t4AaABAg,UChRVlT3EprN_RhvknUzd1Zw,@ZakFromOhio,Energy sustainability is an oxymoron. You are always drawing from a larger entropic system. You cant stop the entropy.,1,1,0.0,0.5,Moderate
UgwnOfK-EhOAEOYLoEJ4AaABAg,UCIkNGLaZ0l7naPcLhfJkz_w,@SweetdilysSweetdilys,Is there any Chinese translation 😂,1,0,0.0,0.0,Moderate
UgwTWr3nOVWo9Ir947B4AaABAg,UCBwPtxJvFmV8EquADi6hamQ,@lindageary175,"& is this how the world will end up in flames ?  

Malachi 4:1 

“For behold, the day is coming, burning like an oven, when all the arrogant and all evildoers will be stubble. The day that is coming shall set them ablaze, says the Lord of hosts, so that it will leave them neither root nor branch.",1,0,0.0,0.0,Moderate
Ugy8e8NbIaf3hdZ34Hd4AaABAg,UCtxbLTTyE_ujf9v5TTdYmqQ,@JacobRedar,"But in this way, the US will have no more excuses to 'visit' other countries.",1,0,-0.1875,0.4375,Moderate
Ugwy9Q3_etVgJEn0zqN4AaABAg,UCrzqsBJ1i55UBP_NxBmp0qg,@darinherrick9224,"Here's a thought: however much energy you create, people will find a way to waste. Even if you got fusion energy working, there would still be the problem of waste heat unless it's 100% efficient. 

The key to limitless energy: It's to use LESS. Become more energy efficient. There's limitless energy if you just use less. No matter how efficient you are, you can always be more efficient. 

So really, you are concentrating on the wrong science. We need regulations forcing energy efficiency, not more money thrown at generating more electricity that will be wasted.

And honestly there should be an energy tax (I'm thinking 1000% ought to do it) on frivolous uses of electricity such as AI and blockchain.",1,0,0.05444444444444444,0.38888888888888895,Moderate
Ugx_0jKKZYJh1FzAzIF4AaABAg,UCW21tYFdV2VH-gS6ZeoQt6Q,@RueAlvarez,Contact south west research institute! Level 5 facility!! Best wishes!,1,0,1.0,0.3,Very Positive
Ugy69YkFzXVT57N2rCJ4AaABAg,UCd8Tkf0KbYnivaj3ewjHpIA,@andycordy5190,"I love all of this and I'm in awe of the people in this field but this is all old news.

The climate crisis will be over, for good or ill, long before the puzzles still presenting about useful , efficient, surplus energy from fusion are solved.

The promise of near limitless energy from seawater is such a gross oversimplification, which has clouded the public imagination for half a century. Billions are pumped into fusion research while it may never even have a role to play in future energy systems. For the foreseeable future, a stable, sustainable fusion driven power generation system is still science fiction.",1,0,0.07564102564102564,0.3217948717948718,Moderate
UgxDTLRk_cvZK6m7N2N4AaABAg,UC4wk7ImpTYg5C9_36-u3dxA,@maje9448,Terms,1,0,0.0,0.0,Moderate
UgzUi05XVy67Gu_Yhp54AaABAg,UCfNzZVFrQAzDr27oQAqIoxg,@themogget8808,"Ok, so you do all this fun laser stuff and make a hot bottle and you then use this to.... checks notes.... run a steam turbine like regular nuclear. You will do this by going ever bigger, which means facilities that cost billions and decades to make. We will be done transitioning to solar, wind, and batteries in just the next 15 years. I fail to see the benefits. You all missed the chance - that boat has sailed.",1,0,0.07857142857142858,0.3467032967032967,Moderate
UgxD8GE8dDabzeJIHsJ4AaABAg,UCjeAv48JCv_QQCU6bpbSWiA,@CoolGirl007,Elon Musk has the money 🤑,1,0,0.0,0.0,Moderate
Ugz8x4E62oIRmHxnOkV4AaABAg,UCidQX4BsrgI3ujnGaBSBo3A,@9r4v3s,so still just nuclear lol,1,0,0.8,0.7,Very Positive
Ugwz8pI6-wCjO4Bb1cR4AaABAg,UCC7VG__P4ccIPcdfR1uuVvQ,@horizontal120,this will not work for a 100+ years ..   probably newer ...,1,0,0.0,0.0,Moderate
UgzMA8i-bxNjPgvoVpZ4AaABAg,UCLddhco4bl5ldhLs0FsHf2w,@mmokhtabad,Let's invest to break the world economy 😂,1,0,0.0,0.0,Moderate
UgxYEd-xTtPiE7uHtWx4AaABAg,UC0dPW0KXadhGzboourxJH1g,@robertanderson809,"Cheap energy hasn't been healthy or in any way good for life, for humans. Far too many people for the natural redources now, lots of free electricity can't save our cradle.",1,0,0.38571428571428573,0.6428571428571429,Positive
UgwTwlZ6mowi8jBuRVh4AaABAg,UCaoRT4-6zvJ9bqGD9xqwnmw,@jamesjenkins3481,Why do this there are already many ways to get free energy..zero point us one them...and inexpensive to make ...,1,0,0.45,0.65,Positive
Ugz-CZ1NWIkBB8x1I894AaABAg,UCTescQPbpHr43LrNULCyHBg,@pseudomorphine5736,"She should be a little careful, 'they' are watching...",1,0,-0.14375,0.75,Moderate
UgxlbFUupY0TPcKEMrp4AaABAg,UC1_TcBESx8VKmgCcuvFi7Vg,@TheMoArtis,Sadly it's probably a grift. An interesting scientific grift but still a grift. Too many papers hint at the impossibility to have a net positive energy production with fusion. Too many challenges and hurdles. But maybe in 30 more years... A generational grift.,1,0,0.24675324675324675,0.5064935064935064,Positive
UgxSRZHW56R8thc05LN4AaABAg,UC4vkvTS8zTqCdNsYDcrbw-w,@gregolsen7102,She is to blame for DEWs burning everything down? :-(,1,0,-0.4527777777777778,0.6444444444444445,Negative
UgwapJlCEOnnaBSsBPF4AaABAg,UCN2onTsW-kiHdkQ9R7JTNfQ,@Pethers,Anyone else notice that TED talks are now dominated by female presenters? More than half... much more... what is going  on? 🤔,1,0,0.20833333333333334,0.3333333333333333,Positive
UgwmkI7P7ui7kQSD_zJ4AaABAg,UCfCTgcMcZQ1Km7eeEtQ-t1Q,@BenLukeSmith,"Hey this is random, but I wanted to reach out to the followers of this page. I believe that Jesus Christ, God the Son, is coming back soon to rapture His Church so I wanted to reach out to as many as possible. Please remember that there is only God that leads to Heaven, the Trinity (God the Father, God the Son Jesus Christ, and God the Holy Spirit) and it’s about a personal relationship through Jesus Christ (John 14:6 ESV). Blessings.",1,1,0.0,0.5499999999999999,Moderate
UgwReyrbiUU42mdnafh4AaABAg,UCbRBPHphiZHNljkbHg2Jkkg,@justforyou8437,Please please talk about Bangladesh current situation. People are being killed here please spread the news and save us 🙏🙏🙏🙏,1,0,-0.1,0.2,Moderate
Ugz6WucYiFP2i59z36Z4AaABAg,UC9DxT6P9b1DlL93hviMDMsA,@Kenneth_James,Boo,1,0,0.0,0.0,Moderate
UgyU9H7JaWIv8HlLtC54AaABAg,UCGulkKoWZ7YOvl_cMnw2yGw,@user-ew8xj5pg7y,"God loves you and cares for you so that this message reaches you. God is the one who created this large universe and controls it completely. The greatest loss a person loses in this life is that he lives without knowing God who created him and knowing the Messenger of Muhammad, the last of the messengers, and the Islamic religion, the last of the heavenly religions.  Great intelligence, before you believe in something or not, is to read it, study it, and understand it well, and after that you have the choice to believe in it or not to believe in it. I advise you to do this now, before you no longer have time to do so. Life is very short. It is just a test, just a passage to eternal life. Great advice to those who...  Understands",1,0,0.2904761904761905,0.43910052910052916,Positive
UgxWwm3Xm2W_CPMucnV4AaABAg,UC4wk7ImpTYg5C9_36-u3dxA,@maje9448,Terms,1,0,0.0,0.0,Moderate
